time,open,high,low,close,volume
2024-11-29 14:30:00,19.6,19.62,19.58,19.61,142050
2024-11-29 14:31:00,19.609,19.65,19.6,19.64,27496
2024-11-29 14:32:00,19.65,19.7,19.65,19.695,125117
2024-11-29 14:33:00,19.695,19.745,19.69,19.73,110035
2024-11-29 14:34:00,19.74,19.75,19.7,19.7094,57053
2024-11-29 14:35:00,19.7,19.78,19.7,19.77,92476
2024-11-29 14:36:00,19.775,19.8,19.77,19.8,52892
2024-11-29 14:37:00,19.795,19.81,19.765,19.765,103203
2024-11-29 14:38:00,19.765,19.79,19.74,19.775,89939
2024-11-29 14:39:00,19.78,19.82,19.775,19.8,52504
2024-11-29 14:40:00,19.8,19.83,19.8,19.8261,41739
2024-11-29 14:41:00,19.82,19.825,19.77,19.7792,35108
2024-11-29 14:42:00,19.78,19.78,19.71,19.715,98733
2024-11-29 14:43:00,19.715,19.745,19.71,19.745,39653
2024-11-29 14:44:00,19.745,19.77,19.74,19.75,59347
2024-11-29 14:45:00,19.755,19.79,19.755,19.77,61235
2024-11-29 14:46:00,19.77,19.79,19.765,19.785,37136
2024-11-29 14:47:00,19.79,19.805,19.765,19.805,132532
2024-11-29 14:48:00,19.8033,19.81,19.785,19.795,90762
2024-11-29 14:49:00,19.795,19.81,19.79,19.805,106199
2024-11-29 14:50:00,19.81,19.88,19.805,19.855,235429
2024-11-29 14:51:00,19.86,19.865,19.845,19.855,42263
2024-11-29 14:52:00,19.8592,19.86,19.84,19.84,58069
2024-11-29 14:53:00,19.845,19.8494,19.83,19.845,42962
2024-11-29 14:54:00,19.845,19.8684,19.8401,19.8684,74815
2024-11-29 14:55:00,19.86,19.9,19.86,19.895,121807
2024-11-29 14:56:00,19.89,19.89,19.88,19.885,32627
2024-11-29 14:57:00,19.8858,19.89,19.88,19.885,38521
2024-11-29 14:58:00,19.885,19.89,19.85,19.855,83775
2024-11-29 14:59:00,19.855,19.86,19.85,19.855,24429
2024-11-29 15:00:00,19.86,19.87,19.79,19.795,128723
2024-11-29 15:01:00,19.795,19.8,19.775,19.795,42636
2024-11-29 15:02:00,19.7901,19.835,19.7901,19.835,79718
2024-11-29 15:03:00,19.84,19.89,19.835,19.885,73068
2024-11-29 15:04:00,19.885,19.895,19.85,19.885,189320
2024-11-29 15:05:00,19.885,19.9,19.87,19.895,174801
2024-11-29 15:06:00,19.895,19.9125,19.89,19.895,67678
2024-11-29 15:07:00,19.895,19.92,19.89,19.905,202947
2024-11-29 15:08:00,19.9001,19.91,19.89,19.9,41366
2024-11-29 15:09:00,19.895,19.93,19.89,19.915,154471
2024-11-29 15:10:00,19.915,19.92,19.91,19.92,43038
2024-11-29 15:11:00,19.915,19.95,19.91,19.945,49659
2024-11-29 15:12:00,19.945,19.95,19.9,19.915,93292
2024-11-29 15:13:00,19.92,19.92,19.89,19.9193,47612
2024-11-29 15:14:00,19.915,19.93,19.91,19.915,44277
2024-11-29 15:15:00,19.91,19.92,19.91,19.92,46505
2024-11-29 15:16:00,19.915,19.96,19.91,19.95,167011
2024-11-29 15:17:00,19.9469,19.98,19.9406,19.955,174276
2024-11-29 15:18:00,19.96,19.96,19.935,19.935,56712
2024-11-29 15:19:00,19.9398,19.95,19.93,19.935,71473
2024-11-29 15:20:00,19.935,19.95,19.9301,19.945,109446
2024-11-29 15:21:00,19.9428,19.97,19.94,19.97,53697
2024-11-29 15:22:00,19.9698,19.99,19.965,19.98,119451
2024-11-29 15:23:00,19.975,19.985,19.955,19.975,122593
2024-11-29 15:24:00,19.975,19.98,19.93,19.935,98735
2024-11-29 15:25:00,19.9383,19.95,19.93,19.945,59043
2024-11-29 15:26:00,19.945,19.95,19.94,19.945,29241
2024-11-29 15:27:00,19.945,19.95,19.93,19.945,69491
2024-11-29 15:28:00,19.945,19.945,19.93,19.94,46738
2024-11-29 15:29:00,19.9385,19.95,19.93,19.945,46906
2024-11-29 15:30:00,19.9454,19.96,19.945,19.955,25942
2024-11-29 15:31:00,19.9596,19.96,19.9544,19.955,18315
2024-11-29 15:32:00,19.955,19.96,19.95,19.96,26775
2024-11-29 15:33:00,19.96,19.97,19.96,19.97,30019
2024-11-29 15:34:00,19.97,19.97,19.965,19.965,15990
2024-11-29 15:35:00,19.97,19.99,19.95,19.985,370706
2024-11-29 15:36:00,19.9899,19.99,19.98,19.985,118754
2024-11-29 15:37:00,19.9884,19.99,19.98,19.985,26419
2024-11-29 15:38:00,19.98,19.99,19.96,19.965,80129
2024-11-29 15:39:00,19.96,19.98,19.96,19.9799,22260
2024-11-29 15:40:00,19.975,19.98,19.93,19.935,75001
2024-11-29 15:41:00,19.935,19.9391,19.9047,19.9047,49205
2024-11-29 15:42:00,19.9018,19.93,19.9,19.9292,46076
2024-11-29 15:43:00,19.926,19.955,19.91,19.915,250413
2024-11-29 15:44:00,19.915,19.93,19.91,19.925,51292
2024-11-29 15:45:00,19.929,19.93,19.915,19.92,92653
2024-11-29 15:46:00,19.92,19.92,19.91,19.915,44210
2024-11-29 15:47:00,19.9196,19.9199,19.88,19.885,64473
2024-11-29 15:48:00,19.88,19.91,19.88,19.9,59030
2024-11-29 15:49:00,19.905,19.92,19.9,19.905,123221
2024-11-29 15:50:00,19.91,19.91,19.9,19.905,13633
2024-11-29 15:51:00,19.91,19.91,19.9,19.91,29481
2024-11-29 15:52:00,19.905,19.95,19.9,19.945,81126
2024-11-29 15:53:00,19.945,19.97,19.945,19.97,67541
2024-11-29 15:54:00,19.965,19.98,19.96,19.975,61030
