Date,Price,Return,Log_Price,LogReturns
2024-08-30,31.09,-0.9242,3.4368862240706624,
2024-09-03,29.85,-3.9884,3.396184839838611,-0.040701384232051385
2024-09-04,29.42,-1.4405,3.3816747151732915,-0.014510124665319424
2024-09-05,29.07,-1.1897,3.3697067145707846,-0.011968000602506912
2024-09-06,28.59,-1.6512,3.3530570063342204,-0.016649708236564198
2024-09-09,28.68,0.3148,3.3562000157314196,0.003143009397199137
2024-09-10,28.31,-1.2901,3.343215099123808,-0.012984916607611474
2024-09-11,27.97,-1.201,3.3311325072138684,-0.012082591909939655
2024-09-12,28.02,0.1788,3.332918540908861,0.0017860336949926392
2024-09-13,27.87,-0.5353,3.327550841493857,-0.005367699415004257
2024-09-16,28.41,1.9376,3.3467411958660964,0.019190354372239593
2024-09-17,29.3,3.1327,3.3775875160230218,0.030846320156925344
2024-09-18,29.1,-0.6826,3.370738174177447,-0.006849341845574841
2024-09-19,29.53,1.4777,3.3854066957558313,0.014668521578384386
2024-09-20,29.47,-0.2032,3.3833727967496032,-0.0020338990062280793
2024-09-23,29.95,1.6288,3.3995293245614584,0.01615652781185517
2024-09-24,29.97,0.0668,3.4001968813285717,0.0006675567671132754
2024-09-25,28.87,-3.6703,3.3628029936748436,-0.037393887653728086
2024-09-26,27.81,-3.6716,3.3253956682458736,-0.03740732542896996
2024-09-27,28.65,3.0205,3.3551534431607486,0.029757774914874968
2024-09-30,29.05,1.3962,3.3690184832979204,0.013865040137171825
2024-10-01,29.93,3.0293,3.3988613218646075,0.029842838566687124
2024-10-02,29.87,-0.2005,3.3968546322280186,-0.0020066896365888987
2024-10-03,30.73,2.8791,3.425239376142393,0.02838474391437451
2024-10-04,31.09,1.1715,3.4368862240706624,0.0116468479282692
2024-10-07,31.09,0.0,3.4368862240706624,0.0
2024-10-08,30.05,-3.3451,3.4028626609812167,-0.03402356308944565
2024-10-09,30.36,1.0316,3.4131259525274293,0.010263291546212638
2024-10-10,30.73,1.2187,3.425239376142393,0.012113423614963814
2024-10-11,30.82,0.2929,3.42816382989197,0.0029244537495767275
2024-10-14,30.58,-0.7787,3.420346200500916,-0.007817629391053682
2024-10-15,29.23,-4.4147,3.3751955791231545,-0.04515062137776171
2024-10-16,29.3,0.2395,3.3775875160230218,0.002391936899867275
2024-10-17,28.94,-1.2287,3.365224721203338,-0.012362794819683831
2024-10-18,28.33,-2.1078,3.3439213138424253,-0.02130340736091263
2024-10-21,28.26,-0.2471,3.3414473772563813,-0.002473936586044001
2024-10-22,28.24,-0.0708,3.3407394126250414,-0.0007079646313399302
2024-10-23,27.81,-1.5227,3.3253956682458736,-0.015343744379167745
2024-10-24,27.85,0.1438,3.326832966373293,0.0014372981274193286
2024-10-25,28.25,1.4363,3.34109345759245,0.014260491219157068
2024-10-28,27.89,-1.2743,3.3282682016393976,-0.012825255953052395
2024-10-29,27.52,-1.3266,3.314913013065143,-0.013355188574254662
2024-10-30,27.69,0.6177,3.3210713371828704,0.006158324117727432
2024-10-31,27.74,0.1806,3.3228754148866853,0.0018040777038148548
2024-11-01,27.68,-0.2163,3.3207101307494686,-0.0021652841372166165
2024-11-04,28.13,1.6257,3.3368366225017656,0.016126491752296968
2024-11-05,28.53,1.422,3.3509561652254085,0.014119542723642908
2024-11-06,30.5,6.905,3.417726683613366,0.06677051838795744
2024-11-07,29.55,-3.1148,3.386083743852107,-0.03164293976125876
2024-11-08,29.23,-1.0829,3.3751955791231545,-0.01088816472895271
2024-11-11,30.13,3.079,3.40552135314221,0.03032577401905545
2024-11-12,30.19,0.1991,3.4075107437187473,0.001989390576537353
2024-11-13,30.19,0.0,3.4075107437187473,0.0
2024-11-14,30.11,-0.265,3.4048573424936426,-0.0026534012251047123
2024-11-15,29.69,-1.3949,3.3908102887756684,-0.014047053717974212
2024-11-18,30.45,2.5598,3.416085994155906,0.02527570538023749
2024-11-19,30.47,0.0657,3.416742592997618,0.0006565988417119861
2024-11-20,31.18,2.3302,3.4397768636296306,0.0230342706320128
2024-11-21,31.87,2.213,3.461665128429245,0.021888264799614365
2024-11-22,31.94,0.2196,3.4638591427868666,0.0021940143576215654
2024-11-25,31.99,0.1565,3.4654233539614268,0.0015642111745601817
2024-11-26,31.81,-0.5627,3.4597807057610526,-0.00564264820037419
2024-11-27,31.88,0.2201,3.461978853922014,0.0021981481609616438
2024-11-29,31.86,-0.0627,3.4613513044819024,-0.0006275494401117854
2024-12-02,31.56,-0.9416,3.4518904959776733,-0.009460808504229146
2024-12-03,31.72,0.507,3.456947396766647,0.005056900788973806
2024-12-04,30.6,-3.5309,3.4210000089583352,-0.03594738780831186
2024-12-05,30.02,-1.8954,3.401863826205316,-0.019136182753019426
2024-12-06,28.78,-4.1306,3.359680701459222,-0.04218312474609398
2024-12-09,29.08,1.0424,3.3700506526653187,0.01036995120609685
2024-12-10,29.07,-0.0344,3.3697067145707846,-0.00034393809453403534
2024-12-11,29.2,0.4472,3.374168709274236,0.004461994703451211
2024-12-12,28.89,-1.0616,3.363495514478144,-0.010673194796091856
2024-12-13,28.68,-0.7269,3.3562000157314196,-0.007295498746724416
2024-12-16,27.87,-2.8243,3.327550841493857,-0.028649174237562747
2024-12-17,27.19,-2.4399,3.3028492586443794,-0.024701582849477433
2024-12-18,26.15,-3.8249,3.263849190510932,-0.039000068133447474
2024-12-19,25.77,-1.4532,3.2492110246642736,-0.014638165846658335
2024-12-20,25.97,0.7761,3.256942025674657,0.007731001010383487
2024-12-23,26.26,1.1167,3.26804686887465,0.011104843199992942
2024-12-24,26.84,2.2087,3.289893312103481,0.021846443228831003
2024-12-26,26.8,-0.149,3.288401887516811,-0.0014914245866699538
2024-12-27,26.79,-0.0373,3.2880286835565173,-0.00037320396029372205
2024-12-30,26.96,0.6346,3.2943542860441064,0.006325602487589066
2024-12-31,27.19,0.8531,3.3028492586443794,0.008494972600272988
2025-01-02,27.73,1.986,3.322514859627687,0.019665600983307385
2025-01-03,27.68,-0.1803,3.3207101307494686,-0.0018047288782181425
2025-01-06,27.66,-0.0723,3.319987326236612,-0.0007228045128564453
2025-01-07,27.75,0.3254,3.3232358401924436,0.003248513955831367
2025-01-08,27.03,-2.5946,3.2969473602883563,-0.026288479904087225
2025-01-10,26.97,-0.222,3.2947251371516386,-0.002222223136717716
2025-01-13,27.8,3.0775,3.3250360206965914,0.030310883544952816
2025-01-14,28.2,1.4388,3.339321977944068,0.0142859572474765
2025-01-15,28.91,2.5177,3.364187556028255,0.02486557808418688
2025-01-16,29.27,1.2452,3.3765631007037946,0.012375544675539807
2025-01-17,29.9,2.1524,3.3978584803966405,0.021295379692845895
2025-01-21,29.53,-1.2375,3.3854066957558313,-0.012451784640809205
2025-01-22,28.48,-3.5557,3.349202086543775,-0.03620460921205648
2025-01-23,27.97,-1.7907,3.3311325072138684,-0.018069579329906382
2025-01-24,27.8,-0.6078,3.3250360206965914,-0.006096486517277011
2025-01-27,27.25,-1.9784,3.305053521109253,-0.01998249958733833
2025-01-28,26.65,-2.2018,3.2827891506118534,-0.02226437049739971
2025-01-29,26.37,-1.0507,3.2722270003651954,-0.010562150246657964
2025-01-30,26.54,0.6447,3.2786530289040616,0.006426028538866202
2025-01-31,26.02,-1.9593,3.2588654730843594,-0.019787555819702263
2025-02-03,25.51,-1.96,3.23907053215372,-0.01979494093063927
2025-02-04,26.34,3.2536,3.271088696315135,0.03201816416141501
2025-02-05,26.29,-0.1898,3.26918863874179,-0.0019000575733452152
2025-02-06,25.48,-3.081,3.2378938307039626,-0.03129480803782725
2025-02-07,25.19,-1.1381,3.226447090364519,-0.011446740339443817
2025-02-10,25.98,3.1362,3.2573270112424533,0.030879920877934453
2025-02-11,26.49,1.963,3.2767673032839784,0.019440292041525087
2025-02-12,25.97,-1.963,3.256942025674657,-0.01982527760932129
2025-02-13,26.28,1.1937,3.26880819361641,0.011866167941752881
2025-02-14,26.16,-0.4566,3.264231526588998,-0.004576667027412107
2025-02-18,26.73,2.1789,3.2857865301508276,0.02155500356182971
2025-02-19,26.74,0.0374,3.286160571673797,0.00037404152296938165
2025-02-20,26.99,0.9349,3.2954664270299134,0.0093058553561165
2025-02-21,26.26,-2.7047,3.26804686887465,-0.027419558155263424
2025-02-24,26.74,1.8279,3.286160571673797,0.018113702799146925
2025-02-25,26.23,-1.9073,3.2669037938787824,-0.019256777795014557
2025-02-26,26.075,-0.5909,3.260977000886836,-0.005926792991946428
