Date,Price,Return,Log_Price,LogReturns
2024-08-30,19.14,5.7459,2.9517803860248084,
2024-09-03,18.02,-5.8516,2.8914822521801917,-0.060298133844616686
2024-09-04,17.27,-4.162,2.848970892158587,-0.042511360021604716
2024-09-05,17.95,3.9375,2.8875901149342877,0.038619222775700734
2024-09-06,17.63,-1.7827,2.869601996409779,-0.017988118524508767
2024-09-09,17.96,1.8718,2.8881470628740535,0.018545066464274562
2024-09-10,18.49,2.951,2.9172300453990334,0.029082982524979872
2024-09-11,19.34,4.5971,2.9621754900251482,0.04494544462611483
2024-09-12,19.21,-0.6722,2.955430976780465,-0.006744513244683059
2024-09-13,19.36,0.7808,2.963209081848431,0.007778105067965946
2024-09-16,19.57,1.0847,2.9739977814079848,0.010788699559553638
2024-09-17,20.12,2.8104,3.0017143452315387,0.02771656382355392
2024-09-18,20.38,1.2922,3.0145540277945786,0.012839682563039911
2024-09-19,19.94,-2.159,2.9927277645336923,-0.021826263260886325
2024-09-20,19.74,-1.003,2.9826470340053355,-0.010080730528356785
2024-09-23,19.66,-0.4053,2.9785861147190205,-0.004060919286315023
2024-09-24,20.85,6.0529,3.0373539482448106,0.05876783352579018
2024-09-25,20.01,-4.0288,2.996232148595642,-0.04112179964916862
2024-09-26,21.25,6.1969,3.056356895370426,0.060124746774783855
2024-09-27,23.21,9.2235,3.1445832202863455,0.08822632491591964
2024-09-30,26.82,15.5536,3.2891478778535324,0.14456465756718684
2024-10-01,25.53,-4.8098,3.2398542312533927,-0.049293646600139684
2024-10-02,25.53,0.0,3.2398542312533927,0.0
2024-10-03,26.09,2.1935,3.261552099148637,0.021697867895244194
2024-10-04,29.94,14.7566,3.3991953789914824,0.13764327984284552
2024-10-07,32.77,9.4522,3.489513462710723,0.09031808371924077
2024-10-08,25.99,-20.6897,3.2577118486533987,-0.23180161405732447
2024-10-09,24.53,-5.6175,3.199896858270398,-0.05781499038300053
2024-10-10,23.05,-6.0334,3.1376657694426577,-0.06223108882774042
2024-10-11,24.02,4.2082,3.1788868166518376,0.04122104720917985
2024-10-14,23.12,-3.7469,3.1406980438041767,-0.03818877284766087
2024-10-15,21.38,-7.526,3.062455905596899,-0.07824213820727755
2024-10-16,20.94,-2.058,3.041661205442391,-0.020794700154508128
2024-10-17,19.87,-5.1098,2.9892110565637253,-0.052450148878665726
2024-10-18,20.36,2.466,3.013572191682322,0.02436113511859661
2024-10-21,20.42,0.2947,3.01651481273652,0.002942621054197847
2024-10-22,21.34,4.5054,3.060583245873607,0.044068433137087304
2024-10-23,20.95,-1.8276,3.0421386463681466,-0.018444599505460513
2024-10-24,21.55,2.864,3.070375816549757,0.028237170181610427
2024-10-25,23.52,9.1415,3.1578511230304263,0.08747530648066926
2024-10-28,27.7,17.7721,3.3214324131932926,0.16358129016286638
2024-10-29,24.16,-12.7798,3.184698373066614,-0.13673404012667856
2024-10-30,25.35,4.9255,3.232778730037192,0.04808035697057811
2024-10-31,26.56,4.7732,3.279406324608233,0.04662759457104082
2024-11-01,27.37,3.0497,3.309447523052588,0.030041198444354933
2024-11-04,27.84,1.7172,3.326473835466219,0.01702631241363095
2024-11-05,28.16,1.1494,3.3379025312898416,0.011428695823622714
2024-11-06,24.13,-14.3111,3.1834558796369405,-0.15444665165290106
2024-11-07,24.56,1.782,3.2011191032789417,0.017663223642001125
2024-11-08,23.05,-6.1482,3.1376657694426577,-0.06345333383628393
2024-11-11,22.66,-1.692,3.12060125559986,-0.017064513842797613
2024-11-12,21.33,-5.8694,3.0601145324832593,-0.06048672311660086
2024-11-13,21.56,1.0783,3.070839746040796,0.010725213557536861
2024-11-14,21.32,-1.1132,3.0596455992976437,-0.011194146743152444
2024-11-15,20.91,-1.9231,3.0402275134405423,-0.019418085857101364
2024-11-18,21.18,1.2912,3.0530573401732606,0.012829826732718264
2024-11-19,20.82,-1.6997,3.035914063186823,-0.017143276986437694
2024-11-20,22.41,7.6369,3.1095072878128356,0.0735932246260127
2024-11-21,21.67,-3.3021,3.075928815548268,-0.03357847226456778
2024-11-22,21.64,-0.1384,3.074543453978281,-0.0013853615699868094
2024-11-25,22.51,4.0203,3.113959654918641,0.039416200940360024
2024-11-26,21.83,-3.0209,3.0832851705618523,-0.030674484356788767
2024-11-27,22.58,3.4356,3.1170645587215158,0.033779388159663526
2024-11-29,22.19,-1.7272,3.0996417369445024,-0.017422821777013375
2024-12-02,24.7,11.3114,3.2068032436339315,0.10716150668942914
2024-12-03,26.46,7.1255,3.2756341586868096,0.06883091505287808
2024-12-04,25.05,-5.3288,3.2208738275308737,-0.054760331155935926
2024-12-05,25.99,3.7525,3.2577118486533987,0.03683802112252499
2024-12-06,26.85,3.309,3.2902658209548736,0.03255397230147494
2024-12-09,28.7,6.8901,3.3568971227655755,0.06663130181070187
2024-12-10,28.78,0.2787,3.359680701459222,0.002783578693646316
2024-12-11,27.46,-4.5865,3.312730400339825,-0.0469503011193968
2024-12-12,27.7,0.874,3.3214324131932926,0.008702012853467611
2024-12-13,27.91,0.7581,3.328985047548231,0.007552634354938359
2024-12-16,26.67,-4.4429,3.283539338193923,-0.04544570935430814
2024-12-17,26.56,-0.4124,3.279406324608233,-0.004133013585689849
2024-12-18,25.47,-4.1039,3.2375012889913655,-0.041905035616867536
2024-12-19,24.02,-5.693,3.1788868166518376,-0.05861447233952788
2024-12-20,23.8,-0.9159,3.169685580677429,-0.009201235974408473
2024-12-23,25.24,6.0504,3.228430037673012,0.05874445699558306
2024-12-24,26.57,5.2694,3.279782759771722,0.05135272209870978
2024-12-26,25.56,-3.8013,3.241028629509334,-0.03875413026238794
2024-12-27,25.28,-1.0955,3.2300135692786567,-0.011015060230677332
2024-12-30,24.89,-1.5427,3.2144661163795005,-0.015547452899156156
2024-12-31,24.9,0.0402,3.214867803470662,0.00040168709116139567
2025-01-02,26.01,4.4578,3.25848107946056,0.04361327598989817
2025-01-03,26.21,0.7689,3.266141017335315,0.007659937874755052
2025-01-06,26.34,0.496,3.271088696315135,0.004947678979819958
2025-01-07,27.91,5.9605,3.328985047548231,0.05789635123309589
2025-01-08,26.11,-6.4493,3.2623183827110376,-0.06666666483719341
2025-01-10,24.67,-5.5151,3.2055879305412653,-0.05673045216977224
2025-01-13,24.59,-0.3243,3.202339856228101,-0.0032480743131642065
2025-01-14,23.54,-4.27,3.1587011018321305,-0.04363875439597065
2025-01-15,23.68,0.5947,3.164630810015805,0.0059297081836744425
2025-01-16,23.54,-0.5912,3.1587011018321305,-0.0059297081836744425
2025-01-17,21.24,-9.7706,3.055886196373738,-0.10281490545839267
