Date,Price,Return,Log_Price,LogReturns
2024-08-30,21.57,0.7003,3.071303460401065,
2024-09-03,21.56,-0.0464,3.070839746040796,-0.0004637143602690408
2024-09-04,21.41,-0.6957,3.0638581026015914,-0.00698164343920471
2024-09-05,21.48,0.327,3.067122269640664,0.0032641670390725075
2024-09-06,21.13,-1.6294,3.0506938316279655,-0.016428438012698443
2024-09-09,21.12,-0.0473,3.050220458838061,-0.00047337278990466913
2024-09-10,21.12,0.0,3.050220458838061,0.0
2024-09-11,20.83,-1.3731,3.0363942552728806,-0.013826203565180162
2024-09-12,20.94,0.5281,3.041661205442391,0.005266950169510398
2024-09-13,21.14,0.9551,3.051166980442092,0.009505774999700733
2024-09-16,21.47,1.561,3.0666566118906897,0.01548963144859794
2024-09-17,21.56,0.4192,3.070839746040796,0.0041831341501064045
2024-09-18,21.61,0.2319,3.0731561705187946,0.0023164244779985133
2024-09-19,21.59,-0.0925,3.072230244526716,-0.0009259259920786356
2024-09-20,21.79,0.9264,3.0814511489565284,0.009220904429812382
2024-09-23,22.18,1.7898,3.099190981922221,0.017739832965692592
2024-09-24,22.22,0.1803,3.100992784211484,0.001801802289262966
2024-09-25,22.09,-0.5851,3.095125017432026,-0.005867766779457995
2024-09-26,21.68,-1.856,3.0763901765714454,-0.018734840860580526
2024-09-27,21.79,0.5074,3.0814511489565284,0.005060972385082962
2024-09-30,22.09,1.3768,3.095125017432026,0.013673868475497564
2024-10-01,22.59,2.2635,3.1175073304799117,0.022382313047885738
2024-10-02,22.94,1.5494,3.1328821117012247,0.015374781221312972
2024-10-03,23.35,1.7873,3.150596984114906,0.017714872413681526
2024-10-04,23.62,1.1563,3.1620938107692163,0.011496826654310066
2024-10-07,23.58,-0.1693,3.160398895109225,-0.0016949156599914694
2024-10-08,23.32,-1.1026,3.1493113614822916,-0.011087533626933155
2024-10-09,23.48,0.6861,3.1561489949598958,0.0068376334776041325
2024-10-10,23.72,1.0221,3.1663185741295248,0.010169579169629017
2024-10-11,24.7,4.1315,3.2068032436339315,0.04048466950440677
2024-10-14,24.88,0.7287,3.2140642678709788,0.00726102423704722
2024-10-15,24.76,-0.4823,3.2092294478163956,-0.004834820054583133
2024-10-16,24.93,0.6866,3.2160718975354663,0.006842449719070665
2024-10-17,24.82,-0.4412,3.211649779776461,-0.00442211775900514
2024-10-18,24.95,0.5238,3.2168738221975275,0.005224042421066333
2024-10-21,24.74,-0.8417,3.208421366964342,-0.008452455233185496
2024-10-22,24.81,0.2829,3.21124679770371,0.002825430739367807
2024-10-23,24.77,-0.1612,3.209633243501268,-0.0016135542024415805
2024-10-24,24.99,0.8882,3.218475744846861,0.008842501345592613
2024-10-25,24.95,-0.1601,3.2168738221975275,-0.0016019226493333427
2024-10-28,24.8,-0.6012,3.2108436531709366,-0.006030169026590926
2024-10-29,24.63,-0.6855,3.2039652121324464,-0.006878441038490113
2024-10-30,24.84,0.8526,3.212455257065278,0.008490044932831342
2024-10-31,24.51,-1.3285,3.1990811975400213,-0.013374059525256499
2024-11-01,24.18,-1.3464,3.1855258451866466,-0.013555352353374683
2024-11-04,24.49,1.2821,3.1982648709640764,0.012739025777429802
2024-11-05,24.71,0.8983,3.2072080200005186,0.008943149036442222
2024-11-06,26.35,6.637,3.2714682749873716,0.06426025498685295
2024-11-07,26.41,0.2277,3.273742726309041,0.0022744513216692575
2024-11-08,26.88,1.7796,3.2913825156549485,0.017639789345907708
2024-11-11,27.27,1.4509,3.305787196857497,0.014404681202548453
2024-11-12,27.18,-0.33,3.3024814087229974,-0.0033057881344995543
2024-11-13,26.8,-1.3981,3.288401887516811,-0.014079521206186385
2024-11-14,26.76,-0.1493,3.286908235260028,-0.0014936522567832178
2024-11-15,27.27,1.9058,3.305787196857497,0.018878961597469157
2024-11-18,27.78,1.8702,3.3243163373261977,0.01852914046870069
2024-11-19,28.08,1.0799,3.3350575791576103,0.010741241831412562
2024-11-20,28.0,-0.2849,3.332204510175204,-0.002853068982406448
2024-11-21,28.54,1.9286,3.3513066120486905,0.01910210187348671
2024-11-22,28.49,-0.1752,3.3495531485098167,-0.001753463538873845
2024-11-25,27.85,-2.2464,3.326832966373293,-0.022720182136523714
2024-11-26,28.09,0.8618,3.335413641116152,0.008580674742859173
2024-11-27,28.07,-0.0712,3.334701390373791,-0.0007122507423611424
2024-11-29,28.27,0.7125,3.341801171705499,0.007099781331707966
2024-12-02,27.44,-2.936,3.3120018028576843,-0.029799368847814645
2024-12-03,27.42,-0.0729,3.3112726741341683,-0.0007291287235160482
2024-12-04,27.39,-0.1094,3.3101779832749867,-0.0010946908591815685
2024-12-05,27.97,2.1176,3.3311325072138684,0.020954523938881753
2024-12-06,27.77,-0.7151,3.323956301318708,-0.007176205895160326
2024-12-09,27.1,-2.4127,3.299533727885655,-0.024422573433052985
2024-12-10,26.89,-0.7749,3.2917544702807735,-0.007779257604881629
2024-12-11,26.95,0.2231,3.2939832973550063,0.0022288270742327754
2024-12-12,26.9,-0.1855,3.292126286607793,-0.001857010747213117
2024-12-13,26.88,-0.0743,3.2913825156549485,-0.0007437709528446135
2024-12-16,26.56,-1.1905,3.279406324608233,-0.011976191046715545
2024-12-17,26.61,0.1883,3.281287084989598,0.0018807603813648655
2024-12-18,25.83,-2.9312,3.251536607107749,-0.029750477881848703
2024-12-19,26.24,1.5873,3.267284964075888,0.01574835696813892
2024-12-20,26.85,2.3247,3.2902658209548736,0.022980856878985545
2024-12-23,27.05,0.7449,3.2976870052924907,0.0074211843376170705
2024-12-24,27.33,1.0351,3.3079849999399764,0.010297994647485709
2024-12-26,27.25,-0.2927,3.305053521109253,-0.002931478830723311
2024-12-27,27.18,-0.2569,3.3024814087229974,-0.002572112386255654
2024-12-30,27.36,0.6623,3.3090820927543496,0.006600684031352166
2024-12-31,27.4,0.1462,3.3105430133940246,0.0014609206396749563
2025-01-02,28.11,2.5912,3.3361253849184407,0.025582371524416114
2025-01-03,28.27,0.5692,3.341801171705499,0.005675786787058268
2025-01-06,27.83,-1.5564,3.326114575537799,-0.01568659616769974
2025-01-07,27.81,-0.0719,3.3253956682458736,-0.0007189072919255857
2025-01-08,28.29,1.726,3.342508385313476,0.0171127170676022
2025-01-10,28.16,-0.4595,3.3379025312898416,-0.004605854023634226
2025-01-13,28.52,1.2784,3.3506055955460954,0.012703064256253782
2025-01-14,29.12,2.1038,3.3714252233284854,0.020819627782389993
2025-01-15,29.44,1.0989,3.3823542938606757,0.010929070532190277
2025-01-16,30.06,2.106,3.4031953843248286,0.020841090464152945
2025-01-17,30.31,0.8317,3.4114776910697118,0.008282306744883172
